aggr,alpha,att_weight_decay,batch_size,C,cometml,conditional,dataset,depth,dprate,dropout,early_stopping,epoch_mean,epoch_std,epoch_time_mean,epoch_time_std,epochs,exp,full_search_params,Gamma,heads,hidden,Init,JK,K,kernel_size,layers,lr,net,nhop,num_edge_layers,num_neighbors,num_node_layers,output_heads,parameter_search,ppnp,root,RPMAX,sample_coverage,supplementary,test_acc_mean,test_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_micro_mean,test_f1_micro_std,test_rate,total_time_mean,total_time_std,train_acc_mean,train_acc_std,train_f1_macro_mean,train_f1_macro_std,train_f1_micro_mean,train_f1_micro_std,train_rate,val_acc_mean,val_acc_std,val_f1_macro_mean,val_f1_macro_std,val_f1_micro_mean,val_f1_micro_std,val_rate,walk_length,weight_decay,date
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_0_0,2.0,0.5,0.0,200.0,211.3333333333333,7.318166133366727,0.0171174666467645,0.0049970735408289,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,70.35848047084002,8.654184889093848,45.958505696614765,9.406564334982782,70.35848047084002,8.654184889093848,0.1999999999999999,3.640504662333418,1.146743597031435,71.24648952257508,16.202577946274392,71.43588720193428,16.00024705957149,71.24648952257508,16.202577946274392,0.6,71.46371463714637,6.96452037731467,52.43789968758499,9.313507482225228,71.46371463714637,6.964520377314676,0.2,2.0,0.001,2022-08-10 21:11:32.614
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_0_1,2.0,0.5,0.0,200.0,222.00000000000003,14.854853303438135,0.0137215389278827,0.0007772346716433,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,75.01381978993919,0.6254122995569267,51.42822179907145,1.2654601854392185,75.0138197899392,0.6254122995569215,0.1999999999999999,3.0347124330000192,0.0452911092377534,91.32011089784604,4.186084588231279,91.60059949145553,3.978483323821957,91.32011089784604,4.1860845882312745,0.6,77.73677736777368,0.7730507435409907,58.90718460403303,3.8144947151256767,77.7367773677737,0.7730507435409933,0.2,2.0,0.001,2022-08-10 21:12:02.092
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_0_2,2.0,0.5,0.0,200.0,214.3333333333333,18.85618083164128,0.0135387109607012,0.0005741332402402,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,71.3960113960114,6.832381669230127,55.15181356025033,7.588428843039558,71.3960113960114,6.832381669230127,0.1999999999999999,2.9126189406666376,0.3859632230017726,82.0999367488931,6.115654856465815,80.13515985151854,5.31560931303912,82.0999367488931,6.115654856465815,0.6,70.91020910209102,8.44329756542707,53.52080458394887,8.128762475336563,70.91020910209102,8.44329756542707,0.2,2.0,0.001,2022-08-10 21:12:21.636
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_2_0,2.0,0.5,0.5,200.0,201.0,0.0,0.0136709644925374,0.0006945260203771,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,58.56009070294785,1.023552725922212,41.62721849629439,3.7804518215504657,58.56009070294785,1.023552725922212,0.1999999999999999,2.7478638630000205,0.1395997300958084,84.45289395859739,8.951651133569797,83.24578186860828,10.177695801385145,84.45289395859739,8.951651133569797,0.6,59.40959409594097,2.4661669933288373,38.107166000083794,1.3918843929447502,59.40959409594097,2.4661669933288373,0.2,2.0,0.001,2022-08-10 21:12:40.964
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_2_1,2.0,0.5,0.5,200.0,208.66666666666663,10.84230397819375,0.0135732619998076,0.000729431939237,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,57.05229793977812,4.230715911289154,36.69550161109882,4.000927896357967,57.05229793977812,4.230715911289154,0.1999999999999999,2.828449178000028,0.1463400725927483,70.90119435396306,7.650093701793203,70.79206490616197,6.091890199744934,70.90119435396306,7.650093701793202,0.6,57.8720787207872,4.5402284933067065,36.63686282552387,5.102119329197822,57.8720787207872,4.5402284933067065,0.2,2.0,0.001,2022-08-10 21:12:59.520
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_2_2,2.0,0.5,0.5,200.0,211.3333333333333,9.030811456096052,0.0137071297966172,0.0006828357045501,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,63.49709455890121,1.4544004118263305,41.38798556474314,5.348880676486241,63.49709455890121,1.4544004118263305,0.1999999999999999,2.9023925269999227,0.2657115081115906,73.52877307274701,7.263446006232002,72.22251702148347,6.358348780307066,73.52877307274701,7.263446006232002,0.6,62.85362853628536,0.608825026851883,38.631809895851816,3.054604449465286,62.85362853628536,0.608825026851883,0.2,2.0,0.001,2022-08-10 21:13:18.120
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_4_0,2.0,0.5,0.0,200.0,248.66666666666663,26.38602323621773,0.0150964557272336,0.0008405575322487,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,4.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,50.281531531531535,4.066547316501753,25.09515026675589,2.783879303523724,50.281531531531535,4.066547316501753,0.1999999999999999,3.73327359866668,0.2267562240918887,44.66327827191868,9.60495613162097,38.97240370359254,14.438817908224294,44.66327827191868,9.60495613162097,0.6,51.04551045510455,6.827953274170538,26.30586002978425,6.631540175014535,51.04551045510455,6.827953274170538,0.2,2.0,0.001,2022-08-10 21:13:36.469
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_4_1,2.0,0.5,0.0,200.0,242.3333333333333,57.04579057408375,0.0150861701832207,0.0008542072649062,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,4.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,44.586666666666666,1.1413831764817437,23.77784798483073,4.8096854890418586,44.586666666666666,1.1413831764817468,0.1999999999999999,3.63531882300011,0.773499972172905,53.73134328358209,7.433191342990014,49.51989313386419,9.362389793174756,53.73134328358209,7.433191342990014,0.6,45.32595325953259,2.926292067249771,23.96929933602157,4.35264768728949,45.32595325953259,2.926292067249773,0.2,2.0,0.001,2022-08-10 21:13:58.022
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_4_2,2.0,0.5,0.0,200.0,245.33333333333337,11.115554667022051,0.0150456218347253,0.0005095000855572,2000.0,hetero_homo,True,,8.0,64.0,PPR,last,10.0,16.0,4.0,0.05,LINKX,2.0,1.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,50.35577449370553,1.476818561930164,36.30507386997985,3.7472887662270367,50.35577449370553,1.476818561930164,0.1999999999999999,3.69495054366674,0.2682949147621036,72.46842217940484,2.8590023600860945,66.78917607256552,1.1805621885857578,72.46842217940484,2.8590023600860897,0.6,51.16851168511685,0.4348750191799179,36.46093113104206,4.414625682333164,51.16851168511685,0.4348750191799179,0.2,2.0,0.001,2022-08-10 21:14:19.285
mean,0.1,0.01,512.0,7.0,True,False,GenCAT_cora_6_0,2.0,0.5,0.5,200.0,296.6666666666667,63.22622521988447,0.0142693292088988,0.0004128123766977,2000.0,hetero_homo,True,,8.0,128.0,PPR,last,10.0,16.0,2.0,0.01,LINKX,2.0,2.0,10.0,2.0,1.0,False,GPR_prop,2000.0,3,50.0,True,37.5796178343949,6.704307036202893,15.506956221452336,0.7432948099286314,37.5796178343949,6.704307036202893,0.1999999999999999,4.246189589666605,0.9686241429627308,99.67490247074122,0.3678058679773969,99.66965780485263,0.3694799465342595,99.67490247074122,0.3678058679773969,0.6,37.26937269372694,6.715123703493314,15.781303704333808,1.554468277157269,37.26937269372694,6.715123703493314,0.2,2.0,0.001,2022-08-10 21:14:40.911
