cometml,dataset,exp,full_search_params,net,RPMAX,train_rate,val_rate,date,aggr,alpha,att_weight_decay,batch_size,C,conditional,depth,dprate,dropout,early_stopping,epoch_mean,epoch_std,epoch_time_mean,epoch_time_std,epochs,Gamma,heads,hidden,Init,JK,K,kernel_size,layers,lr,nhop,num_neighbors,output_heads,parameter_search,ppnp,root,sample_coverage,test_acc_mean,test_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_micro_mean,test_f1_micro_std,test_rate,total_time_mean,total_time_std,train_acc_mean,train_acc_std,train_f1_macro_mean,train_f1_macro_std,train_f1_micro_mean,train_f1_micro_std,val_acc_mean,val_acc_std,val_f1_macro_mean,val_f1_macro_std,val_f1_micro_mean,val_f1_micro_std,walk_length,weight_decay
True,GenCAT_cora_24000_40000_2,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:26:22.581,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,495.3333333333333,30.8148593304522,0.024737961161857,4.369093668460911e-05,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,80.18447254291125,0.778091242510837,56.874673538673015,0.4985474585676652,80.18447254291125,0.778091242510837,0.1999999999999999,12.253509373093644,0.7619105049195974,89.89546193213515,0.1335555060557998,89.95965200933932,0.1336862023191722,89.89546193213513,0.1335555060557988,79.875,0.486210307339286,56.94002643472328,0.3508063697670551,79.875,0.486210307339286,2.0,5e-06
True,GenCAT_cora_24000_40000_0,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:25:24.883,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,577.3333333333334,15.542057635833018,0.0245501979913308,0.0001509145486282,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,80.19008572493478,0.3337153936778043,56.61024222898682,0.2520280390950114,80.19008572493478,0.3337153936777993,0.1999999999999999,14.174515551577011,0.4200957799775452,90.12818659341718,0.2120105913686938,90.1886234801044,0.21005702828439,90.12818659341718,0.2120105913686938,80.58333333333333,0.5306028193025869,56.84858111456943,0.1692524283643465,80.58333333333333,0.5306028193025869,2.0,5e-06
True,GenCAT_cora_12000_20000_1,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:24:45.270,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,505.33333333333337,28.56960311628816,0.0164779811350752,9.02815315761206e-05,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,78.59292701279158,0.4729046309246231,55.869123118183296,0.1882909635355318,78.59292701279158,0.4729046309246231,0.1999999999999999,8.329446525002519,0.5148111359525603,92.9991356957649,0.2040577101783893,93.03215265254236,0.2155742893771482,92.9991356957649,0.2040577101783942,79.08333333333334,0.6570486762508271,56.47422633042284,0.5036185402366756,79.08333333333334,0.657048676250832,2.0,5e-06
True,GenCAT_cora_12000_20000_0,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:24:06.650,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,466.0,20.21550560007507,0.0166921909376945,0.0001315774855487,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,77.53021148036254,0.3556003749200788,55.1756561087909,0.273994792852193,77.53021148036254,0.3556003749200788,0.1999999999999999,7.776768459628027,0.3014420367130614,92.03586497890296,0.294869425805938,92.09470446712932,0.2873805490022704,92.03586497890296,0.294869425805938,77.18055555555556,0.1873713550448897,54.46133273974843,0.0403312730544421,77.18055555555556,0.1873713550448897,2.0,5e-06
True,GenCAT_cora_12000_20000_2,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:23:25.936,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,505.66666666666674,12.65789169736502,0.0166073037046907,0.0001166310813308,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,77.7944111776447,0.389333496365451,55.31553167301134,0.2967042927046429,77.7944111776447,0.3893334963654458,0.1999999999999999,8.398944264277818,0.2589224887943058,92.8791377983064,0.0245333887297559,92.94279044808756,0.0252903992453763,92.8791377983064,0.0245333887297559,78.29166666666666,0.3584302194601065,55.71371703148015,0.5781550902972044,78.29166666666666,0.3584302194601065,2.0,5e-06
True,GenCAT_cora_6000_10000_0,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:22:52.175,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,493.0,11.224972160321803,0.0124254561629233,0.000255498112281,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,74.41370223978919,0.1624351515933844,52.97532320599261,0.4505780937448379,74.41370223978919,0.162435151593385,0.1999999999999999,6.127577363823852,0.2382871778021753,96.43564356435644,0.1222204752174986,96.44195264445146,0.1210399810971256,96.43564356435644,0.1222204752174986,75.33333333333334,0.7576767609436574,54.11340775382253,0.6109696762569028,75.33333333333334,0.7576767609436574,2.0,5e-06
True,GenCAT_cora_6000_10000_1,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:22:22.375,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,411.66666666666674,8.379870059984368,0.0121582935533028,0.0002986983900301,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,74.10071942446045,0.4434830217963308,52.92549710848103,0.4436400321481042,74.10071942446045,0.4434830217963316,0.1999999999999999,5.002840387324492,0.0458284847284087,95.41544477028349,0.2036428803128036,95.4598438560869,0.1988657531298288,95.41544477028349,0.2036428803128036,73.83333333333333,1.3034853562944528,52.85507658825853,1.0121435666769143,73.83333333333333,1.3034853562944508,2.0,5e-06
True,GenCAT_cora_6000_10000_2,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:21:50.672,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,454.3333333333333,49.86871653540811,0.0123302947168172,9.421499647464124e-05,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,73.18894697535474,0.0609780867011011,52.42348680072409,0.5520498710387394,73.18894697535472,0.0609780867011011,0.1999999999999999,5.598797063032786,0.5889912264239145,96.24386015602428,0.3940532128571449,96.2182983453897,0.3998241469141674,96.24386015602428,0.3940532128571449,73.47222222222221,0.7737993487324552,51.652588515300046,0.4238191632654517,73.47222222222221,0.7737993487324552,2.0,5e-06
True,GenCAT_cora_3000_5000_1,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:21:25.932,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,339.3333333333333,20.13840995599096,0.0099152173184925,0.0001264842382639,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,69.66463414634147,1.5090693500932384,51.233206789960974,1.3489350140704717,69.66463414634147,1.5090693500932384,0.1999999999999999,3.363085124020776,0.1791115759581421,98.01223241590216,0.2309450683026468,98.03958056398272,0.2275458858172297,98.01223241590216,0.2309450683026468,69.22222222222224,0.9558139185602912,50.821163235705946,1.2423461958311015,69.22222222222224,0.9558139185602912,2.0,5e-06
True,GenCAT_cora_3000_5000_0,scalability_node_edge,True,MLP,3,0.6,0.2,2022-06-02 14:20:59.673,mean,0.1,0.01,512.0,7.0,False,2.0,0.5,0.5,40.0,363.3333333333333,19.75404318670541,0.0100796596630465,2.552627875894918e-05,2000.0,,8.0,64.0,PPR,last,10.0,16.0,2.0,0.002,2.0,10.0,1.0,False,GPR_prop,2000.0,50.0,69.70164609053498,1.018466557264574,51.76129455274791,1.4145888177375987,69.70164609053498,1.018466557264574,0.1999999999999999,3.6617810173581047,0.1902591243910474,98.17351598173516,0.080719952190248,98.18089862078476,0.0815245400301828,98.17351598173516,0.080719952190248,69.05555555555554,1.749779527558178,52.42215441489388,0.2345359869169395,69.05555555555554,1.749779527558178,2.0,5e-06
